10,0,0,0,0,0,0,0,0,0,10,0
0,10,0,0,0,0,0,0,0,0,10,0
0,0,10,0,0,0,0,0,0,0,10,0
0,0,0,10,0,0,0,0,0,0,10,0
0,0,0,0,10,0,0,0,0,0,10,0
0,0,0,0,0,10,0,0,0,0,10,0
0,0,0,0,0,0,10,0,0,0,10,0
0,0,0,0,0,0,0,10,0,0,10,0
0,0,0,0,0,0,0,0,10,0,10,0
0,0,0,0,0,0,0,0,0,10,10,0
10,0,0,0,0,0,0,0,0,0,0,10
0,10,0,0,0,0,0,0,0,0,0,10
0,0,10,0,0,0,0,0,0,0,0,10
0,0,0,10,0,0,0,0,0,0,0,10
0,0,0,0,10,0,0,0,0,0,0,10
0,0,0,0,0,10,0,0,0,0,0,10
0,0,0,0,0,0,10,0,0,0,0,10
0,0,0,0,0,0,0,10,0,0,0,10
0,0,0,0,0,0,0,0,10,0,0,10
0,0,0,0,0,0,0,0,0,10,0,10
19,0,0,0,0,0,0,0,0,0,1,0
0,19,0,0,0,0,0,0,0,0,1,0
0,0,19,0,0,0,0,0,0,0,1,0
0,0,0,19,0,0,0,0,0,0,1,0
0,0,0,0,19,0,0,0,0,0,1,0
0,0,0,0,0,19,0,0,0,0,1,0
0,0,0,0,0,0,19,0,0,0,1,0
0,0,0,0,0,0,0,19,0,0,1,0
0,0,0,0,0,0,0,0,19,0,1,0
0,0,0,0,0,0,0,0,0,19,1,0
19,0,0,0,0,0,0,0,0,0,0,1
0,19,0,0,0,0,0,0,0,0,0,1
0,0,19,0,0,0,0,0,0,0,0,1
0,0,0,19,0,0,0,0,0,0,0,1
0,0,0,0,19,0,0,0,0,0,0,1
0,0,0,0,0,19,0,0,0,0,0,1
0,0,0,0,0,0,19,0,0,0,0,1
0,0,0,0,0,0,0,19,0,0,0,1
0,0,0,0,0,0,0,0,19,0,0,1
0,0,0,0,0,0,0,0,0,19,0,1
