99.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,100.0,0.0,99.0,98.0
30071.0,27492.0,1.0,202.0,211.0,196.791667,196.0,1.0,195.0,10462.0,200.0,44.0609,202.0,202.0
